SYMBOL;DESCRIPTION;IBKR SYMBOL;CURRENCY;PRODUCT;REGION;EXCHANGE *PRIMARY EXCHANGE;Classificação Econômica;inloco
AMQ;ABITIBI METALS CORP;AMQ;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMR.H;AM RESOURCES CORP;AMR.H;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AMRQ;AMAROQ MINERALS LTD;AMRQ;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMT;AMERITRUST FINANCIAL TECHNOL;AMT;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AMX;AMEX EXPLORATION INC;AMX;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMY;RECYCLICO BATTERY MATERIALS;AMY;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AMYA.P;AMAYA BIG SKY CAPITAL CORP;AMYA.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMZ;AZUCAR MINERALS LTD;AMZ;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMZN;AMAZON.COM INC - CDR;AMZN;CAD;Stocks;CA;AEQLIT*;Desenvolvido;1
AND;ANDLAUER HEALTHCARE GROUP IN;AND;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ANK;ANGKOR RESOURCES CORP;ANK;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ANON;ANONYMOUS INTELLIGENCE COMPA;ANON;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ANOR;ANORTECH INC;ANOR;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ANRG;ANAERGIA INC-SUB VOTING SHR;ANRG;CAD;Stocks;CA;TSE*;Desenvolvido;1
ANTL;ANTLER GOLD INC;ANTL;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AOCC.P;ARTRARI ONE CAPITAL CORP;AOCC.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AOI;AFRICA OIL CORP;AOI;CAD;Stocks;CA;TSE*;Desenvolvido;1
AORO;ALORO MINING CORP;AORO;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AOT;ASCOT RESOURCES LTD.;AOT;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AP.UN;ALLIED PROPERTIES REAL ESTAT;AP.UN;CAD;Stocks;CA;TSE*;Desenvolvido;1
APC.H;ADVANCED PROTEOME THERAPEUTI;APC.H;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APGO;APOLLO SILVER CORP;APGO;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
API;APPIA RARE EARTHS & URANIUM;API;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APKI;AAPKI VENTURES INC;APKI;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APL;APPULSE CORPORATION;APL;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APLI;APPILI THERAPEUTICS INC-CL A;APLI;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APLV;APARTMENTLOVE INC;APLV;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APM;ANDEAN PRECIOUS METALS CORP;APM;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APMI;APOGEE MINERALS LTD;APMI;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APN;ALTIPLANO METALS INC;APN;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
APP;GLOBAL COMPLIANCE APPLICATIO;APP;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
APR.UN;AUTOMOTIVE PROPERTIES REAL E;APR.UN;CAD;Stocks;CA;TSE*;Desenvolvido;1
APS;APTOSE BIOSCIENCES INC;APS;CAD;Stocks;CA;TSE*;Desenvolvido;1
APX;APEX RESOURCES INC;APX;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
APXC;APEX CRITICAL METALS CORP;APXC;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AQN;ALGONQUIN POWER & UTILITIES;AQN;CAD;Stocks;CA;TSE*;Desenvolvido;1
AQN.PR.A;ALGONQUIN PWR & UTILITY;AQN.PR.A;CAD;Stocks;CA;TSE*;Desenvolvido;1
AQN.PR.D;ALGONQUIN PWR & UTILITY;AQN.PR.D;CAD;Stocks;CA;TSE*;Desenvolvido;1
AQR.P;ANQUIRO VENTURES LTD;AQR.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AQS;AEQUUS PHARMACEUTICALS INC;AQS;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARA;ACLARA RESOURCES INC;ARA;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARC;ARCPOINT INC;ARC;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ARCH;ARCH BIOPARTNERS INC;ARCH;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ARE;AECON GROUP INC;ARE;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AREV;AREV LIFE SCIENCES GLOBAL CO;AREV;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARG;AMERIGO RESOURCES LTD;ARG;CAD;Stocks;CA;TSE*;Desenvolvido;1
ARGH;ARGO CORP;ARGH;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ARGL;ARGYLE RESOURCES;ARGL;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARGO;ARGO LIVING SOILS CORP;ARGO;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARH;ALTIMA ENERGY INC;ARH;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARIC;AWALE RESOURCES LTD;ARIC;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ARIS;ARIS MINING CORP;ARIS;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARJN;ARANJIN RESOURCES LTD;ARJN;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARK;ARRAS MINERALS CORP;ARK;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ARL;AURUM LAKE MINING CORP;ARL;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARM;ARMADA MERCANTILE LTD;ARM;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARMY;ARMORY MINING CORP;ARMY;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AROC.P;ARGO OPPORTUNITY CORP;AROC.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AROW.P;FOUR ARROWS CAPITAL CORP;AROW.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARQ;ARGO GOLD INC;ARQ;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARS;ARES STRATEGIC MINING INC;ARS;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARTG;ARTEMIS GOLD INC;ARTG;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARTO;ARETTO WELLNESS INC;ARTO;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARU;AURANIA RESOURCES LTD;ARU;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARWY;ARWAY CORP;ARWY;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ARX;ARC RESOURCES LTD;ARX;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASCU;ARIZONA SONORAN COPPER CO IN;ASCU;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASE;ASANTE GOLD CORP;ASE;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASEP;ASEP MEDICAL HOLDINGS INC;ASEP;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASG;AURORA SPINE CORP;ASG;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ASHL;ASHLEY GOLD CORP;ASHL;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASI.H;ASHANTI SANKOFA INC;ASI.H;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASIA;ASIA GREEN BIOTECHNOLOGY COR;ASIA;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASL;ARGENTUM SILVER CORP;ASL;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASM;AVINO SILVER & GOLD MINES;ASM;CAD;Stocks;CA;TSE*;Desenvolvido;1
ASND;ASCENDANT RESOURCES INC;ASND;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AST;ASTRON CONNECT INC;AST;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ASTI;AQUARIUS SURGICAL TECHNOLOGI;ASTI;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASTL;ALGOMA STEEL GROUP INC;ASTL;CAD;Stocks;CA;TSE*;Desenvolvido;1
ASTN.P;AUSTON CAPITAL CORP;ASTN.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ASTR;ASTRA EXPLORATION INC;ASTR;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ATCM;ATCO MINING INC;ATCM;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ATCU;ALTA COPPER CORP;ATCU;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ATD;ALIMENTATION COUCHE-TARD INC;ATD;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ATH;ATHABASCA OIL CORP;ATH;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ATHA;ATHENA GOLD CORP;ATHA;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
