SYMBOL;DESCRIPTION;IBKR SYMBOL;CURRENCY;PRODUCT;REGION;EXCHANGE *PRIMARY EXCHANGE;Classificação Econômica;inloco
6309;TOMOE ENGINEERING CO LTD;6309.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
631;SANY HEAVY EQUIPMENT INTL;631;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6310;ISEKI & CO LTD;6310;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6312;FREUND CORP;6312.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6315;TOWA CORP;6315.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6316;MARUYAMA MFG CO INC;6316.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6317;KITAGAWA CORP;6317.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6319;SNT CORPORATION;6319.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
632;CHK OIL LTD;632;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6322;TACMINA CORP;6322;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6323;RORZE CORP;6323.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6324;HARMONIC DRIVE SYSTEMS INC;6324.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6325;TAKAKITA CO LTD;6325.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6326;KUBOTA CORP;6326.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6327;KITAGAWA SEIKI CO LTD;6327.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6328;EBARA JITSUGYO CO LTD;6328.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6330;TOYO ENGINEERING CORP;6330.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6331;MITSUBISHI KAKOKI KAISHA LTD;6331.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6332;TSUKISHIMA HOLDINGS CO LTD;6332.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6333;TEIKOKU ELECTRIC MFG CO LTD;6333;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6334;MEIJI MACHINE CO LTD;6334.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6335;TOKYO KIKAI SEISAKUSHO LTD;6335.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6336;ISHII HYOKI CO LTD;6336.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6337;TESEC CORP;6337.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6338;TAKATORI CORP;6338.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6339;SINTOKOGIO LTD;6339.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6340;SHIBUYA CORPORATION;6340.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6342;TAIHEI MACHINERY WORKS LTD;6342.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6343;FREESIA MACROSS CORP;6343.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6345;AICHI CORP.;6345;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6346;KIKUKAWA ENTERPRISE INC;6346.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6347;PLACO CO LTD;6347.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6349;KOMORI CORP;6349;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
635;PLAYMATES HOLDINGS LTD;635;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6351;TSURUMI MANUFACTURING CO LTD;6351;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6356;NIPPON GEAR CO LTD;6356.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6357;SANSEI TECHNOLOGIES INC;6357.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6358;SAKAI HEAVY INDUSTRIES LTD;6358;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
636;KERRY LOGISTICS NETWORK LTD;636;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6360;TOKYO AUTOMATIC MACHINERY;6360.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6361;EBARA CORP;6361;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6363;TORISHIMA PUMP MFG CO LTD;6363.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6364;HOKUETSU INDUSTRIES CO LTD;6364.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6365;DMW CORP;6365.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6366;CHIYODA CORP;6366.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6367;DAIKIN INDUSTRIES LTD;6367.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
